"Data Source","World Development Indicators",

"Last Updated Date","2026-02-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Armenia","ARM","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.8270946139077","26.7090481417071","25.2705329463993","25.7086994351611","25.5771330395605","25.8095323791656","24.7565578476257","24.9716084573435","26.8172956979296","26.3643404113901","25.4370966437794","22.8800961616671","22.8570663651858","",
"American Samoa","ASM","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","11.3633105557414","10.2435741028985","11.4325301611977","12.8879816565069","13.1027643485806","10.2269692923899","10.055295107585","10.7124157911271","11.462717979555","12.6372258594508","13.4826061887373","13.8858629599287","14.8132175724387","13.5028703173596","14.0793561037225","13.0083365071305","12.1915287862816","12.0019908515631","12.0955427032357","11.69015313468","11.8430209688644","11.9413063969274","12.7009667681751","13.0989719284255","12.0578567842058","12.1912695630658","12.4830557801763","12.1583925458935","13.5142398300804","17.1234005318303","16.3197565694621","17.6099656888504","18.0457313815579","14.8379422285868","13.2274797388855","13.0746288099393","14.7598104413721","15.3667820905787","15.9280224466081","17.7641082763748","18.8045201502856","20.6520988023085","21.0807459545502","21.1209995224877","20.4832005622159","19.6581959747844","18.9871150486925","","",
"Australia","AUS","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.8235889260958","27.7022510543552","26.9338838100855","26.8882854368234","26.8270395432348","26.4577657224441","25.9996942167324","25.2101669318229","25.376406388447","24.6045620845153","24.5324572225662","23.5866945838107","23.5551713442922","23.9917259622795","23.8819093880673","24.5233189129708","25.4872372064967","25.5716480180669","25.5090768525458","26.9775545923991","25.108230070574","26.461435749675","26.3333149596521","25.1836151421438","25.5698594984676","23.6861098353126","22.3130168026382","23.4479311698975","24.1083351497002","25.2555129054284","25.402839408227","25.4357795203592","27.4019620848457","27.5167800860919","25.5307319894404","",
"Austria","AUT","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","34.5249564557855","34.1105073800965","34.3568190464177","33.4231485713898","33.4401914097245","33.044700980576","32.2582869883705","31.7833982730387","30.6029192828833","30.9419527321577","30.7554607601676","30.2295672758988","29.9882126392949","29.7548578365819","30.0287598847666","29.9550214062177","29.4481091040135","28.712683832629","28.8075690068156","29.2619079368328","29.1301282729659","28.9648557438367","28.8349668889094","28.7618329153061","28.6115523176599","28.4398919244968","27.6683434292327","27.6979359307016","27.6147888470095","27.4182050564472","27.5909068762418","27.7667298480281","27.4122024469169","26.2777017438174","26.0396419655738","25.8570853999006","26.009804939464","25.9697730865151","25.7857017006482","25.5152402246539","25.9124691845374","25.8023213025638","25.7190926354333","25.5363771006496","25.6544867826211","25.7253456572227","25.8444683875386","26.0904948643547","24.5834201904085","",
"Azerbaijan","AZE","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.0477489768076","29.6032934131737","36.536586377876","32.1487261146497","27.6519081932212","30.9963445496298","35.1496743028617","36.9914194345059","34.9561123059931","39.1035999046383","42.5383099128887","43.4626382722552","46.1542268041237","48.5398446792136","50.7690323790767","58.7877819924137","64.9582315349244","66.160328626082","65.5185214713533","56.2619552546943","59.9948192629224","61.7339963903076","59.5173508549842","57.0544154549517","53.5868546669355","44.8913203383597","47.5578070076723","49.7017251037138","52.2509114518304","48.8232665251868","41.9563201571824","48.8181736249399","56.1467373576856","45.8408458162374","42.6119822379825","",
"Burundi","BDI","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","9.40435329180615","9.757409474907","10.7939653815164","11.6259017618486","12.1193843211534","12.5826855731207","11.7422871267673","12.1820399284065","14.3067317549249","14.7154336475697","11.6707379245525","12.7159338731537","14.2948788244325","14.4812136144171","12.5809208689103","11.8218760582459","12.1288474573801","15.7113530371091","14.8146929535943","17.2629184748477","17.3268756640774","17.5348516739186","18.9860061517847","20.1234127083025","19.5729092024609","16.8006722324595","11.7825921702775","13.8904315635939","14.6912847076462","16.1196105401845","15.5395706894248","15.5731910756723","15.8040004931229","15.7417123072253","16.3230191571129","16.9330035986109","15.3152912436064","17.1561942189062","15.415205278109","16.9763256366128","15.3861562777509","14.8097338415988","15.791005307553","15.5846860549996","15.4515364871187","15.4180338407269","16.9063592990669","16.9790944347346","17.9191253800086","17.5450876204546","16.3339922370636","17.1450267497716","16.933802359546","18.155774589029","17.6555373481347","",
"Belgium","BEL","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.0458142488138","25.8108864229345","26.109865395814","25.5706853726919","24.7258443400042","24.9438325836543","24.3121509872514","23.7873363393069","23.2266548885812","22.9599989488568","22.5737781481988","22.139925542401","22.2819524770029","21.59544849636","20.4890564622648","20.6595926026257","20.7514599517248","19.9956487544689","19.9151935690442","19.6190570732838","19.4767746872729","19.0981057822176","19.1545604130921","18.9641251486969","19.2417105698694","19.0811705163268","17.9965228539946","20.0021164809193","19.4660546903987","18.7357058631394","",
"Benin","BEN","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","10.2269747245557","9.81330180282074","9.79130917171242","11.4694195815885","10.7934373721091","7.98184938137773","11.306612935673","11.4130625066297","10.8688139498865","11.0630654417435","11.7037494114915","13.4808042905619","13.8881251964887","14.2961258064227","17.0842249836147","16.1643290893295","12.9100343969082","12.5569870845307","14.0053645940617","13.3433454489017","12.2816697036432","12.9104044443482","15.1224192815258","15.3569747371469","17.0694521775889","16.702425147013","12.1078445244769","12.3655660113453","13.3946717230815","12.7680161414965","12.4533850515242","11.9826304214042","12.7276805044929","12.2171017970245","13.3380644179387","13.3923114111766","13.2669409931979","13.5207077594723","12.5664712925972","18.0457037967816","18.7563482119071","21.6063061308323","21.2560648162627","21.7653358858628","20.4994246078487","21.6135923867357","21.1570137776206","19.5111771844474","17.6606220766815","17.9195079292369","18.0090531395068","18.1374491115974","16.9566846878966","17.2437092893088","16.4115774866134","16.3850954444902","15.7020683118185","15.1075858507501","14.6419567509163","16.3125612015902","16.2905490528658","16.4674003775761","17.017826707817","17.3021977561605","17.3838276050023","",
"Burkina Faso","BFA","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","19.9138430386342","19.8945260581446","19.3676452476282","20.6236673558882","20.0814430026433","18.696338961347","19.0215650519734","22.0883134380454","22.7190982357839","22.44425758866","22.2505701596598","24.2440602064336","23.314259405822","26.2004978191128","22.9775219067396","25.9407461000063","26.4671785662136","21.3030958080609","21.4505263539173","20.6600047707038","19.8109302134947","18.7658580765374","18.844516802491","20.3573123203095","19.9661319195887","19.229575019983","20.7294866291817","22.5478843267088","21.5124048827824","22.1262334697078","20.3691495962921","19.2554872338296","20.2596766217691","19.8531100461198","20.4112031488612","19.9448893655573","18.4922177411329","19.6827849656377","17.855937461003","22.4646377615114","21.8707545475914","20.6389246484114","20.6338145094446","22.6250739908394","22.6591757180332","20.1658324331189","20.5038527918156","22.5483344043863","20.5479237002055","22.9558804915607","26.0555520336446","28.3722709055706","26.8675103794383","24.0957515828697","24.9295392471244","24.3613757844362","24.8815173666488","25.1402372200063","25.5894433780973","27.4259133812459","29.4694767840377","28.5306243008568","26.0439488959765","25.7539427182556","26.5145073963928","",
"Bangladesh","BGD","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","6.97381556958263","6.79411774906471","7.96386176172682","7.80459286326724","10.4230244561503","10.723024748933","10.3150855684753","8.10282841164145","9.26234551475759","9.18640400926977","8.72908283074018","7.68383878031331","6.06410210550716","12.1103374893782","13.3727281578377","11.6110473057592","14.4492027919251","16.7290739025876","14.3097126896709","15.6864548108505","20.1166762234798","19.8059719535783","20.04288227039","20.8716248676477","21.4305495950497","20.3216634239062","20.3790141468201","19.6008172704812","19.9362085702399","19.7867069022062","20.1456258361335","21.1195045357667","21.71789053342","22.9342560517422","23.4699924276778","23.5808244521571","21.6839165728619","21.8626700944451","22.6607423702209","22.3758655367007","22.2793826819325","22.5838118742213","22.8392543728467","22.4741487860882","22.7797200060528","23.2998442190711","24.0953205119221","24.5005410079343","24.7270013036793","25.2955721814431","24.9564767264585","25.0452996007551","25.3099593902625","26.3070701636507","26.3110467833576","26.8313948329541","31.0691513830358","31.2482919641603","31.9828135899766","32.8525491977868","32.9115650824449","33.3160943869001","33.9200804971876","34.5942721606063","34.0971743458877","",
"Bulgaria","BGR","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","53.7734093288356","51.9383133223093","57.9105918036742","60.3197762170212","59.9534588533954","62.5314079023663","64.009783928561","61.4640048396854","60.9691981504808","59.3923070703804","51.2749335765555","39.7538688282977","39.0522908366534","32.689193710271","29.9467275494673","17.8892462590452","16.2131442034548","21.7750696879005","21.2891946716025","22.3384390712016","22.6775829799096","23.9808817257269","24.0045118230475","24.3194023807744","23.1334052420728","24.2323985840088","25.370402523961","26.2601834036365","24.9905785476636","26.5673405144322","23.7541772436849","25.0301012066171","25.3837646988557","23.5074812631202","23.4443018802846","24.0301394911987","24.4597736962039","23.9892951281784","22.2389603260891","21.5624567722623","21.843324087593","20.7501971561216","25.3037212349858","22.7029866666098","21.1316956323365","",
"Bahrain","BHR","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.2834880040933","45.9178652906561","50.4076629462208","43.0997000499723","43.9268581860394","48.2947958378082","46.3397302766462","46.6971284608616","45.3135767644884","39.0907990671172","38.2033398636175","39.9934662996166","41.4758871750475","40.6177669647554","39.1001079781372","44.2164324898801","46.3896273702963","43.4381277604186","42.2903517348565","",
"Bahamas, The","BHS","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.3660026126715","14.2042956411876","15.6992247264686","15.4172724348665","13.0898771021992","14.5829088677508","13.764887722368","14.0376281518426","12.7093216431157","12.677771241084","11.6061307648359","12.1488719700562","9.53614103678483","10.6168563566021","10.870239197122","10.3431253996283","10.8090522762856","11.7337529813863","9.25945110064285","10.3895116853506","10.0100581448934","11.4998771761611","12.0451419747876","13.0340285810231","12.939963533264","13.1841890278389","11.1534432655268","13.1841863831865","12.9253067028738","12.2620756365452","12.9893801310537","12.1169136946117","11.850128769627","9.50434632433366","9.77716369922666","9.62558738820676","",
"Bosnia and Herzegovina","BIH","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.8552890287063","25.6999990691539","25.6999991174593","25.2176237420683","27.4301795819969","24.3568468974682","21.5373916859689","20.9376145916292","19.8153934660799","19.8200761189261","20.2334932914418","21.4328425323645","21.0300824020691","21.7724374056523","23.2014104320358","22.9076469417103","22.4540096321725","22.1932597066813","21.6232008180939","22.3236748683798","22.1563691753674","21.7264522311122","22.3443510624615","23.1210747823113","23.7113564316664","23.2037923257609","23.7775660166922","24.7993812228801","24.6632482599279","23.721885700131","22.4260971974355","",
"Belarus","BLR","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.9584295612009","44.4444444444444","45.6521739130435","36.0406091370558","32.5914685550497","33.382206370518","34.2198405954993","35.92617833874","35.3050083955104","34.0037421548255","33.4789463312094","32.4639554654927","31.8153820256099","32.7410515030849","35.0189431066695","37.8387848851416","37.2070344531772","37.0472792241675","38.8242464026726","36.1139633461021","35.3917911979998","36.0880730361763","36.2806503161792","35.9037019421087","35.3790497233345","32.6923057673017","30.9584092512823","31.5544850881623","31.2656097096379","31.737128716913","31.3515556956682","32.144290729821","33.0290955450834","31.6950575540559","30.7081725380272","",
"Belize","BLZ","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","22.7806309611152","19.9934123847167","26.7676767676768","23.8542665388303","20.7402937034802","20.5988937631127","22.9722748407095","21.4932126696833","20.9791332263242","23.9019132309351","24.3089334440622","24.1804113215231","23.4728863355729","23.5356812935334","23.0540669983852","23.5979610895689","21.3018232279326","21.3156216962497","21.4992082169426","20.5378332067024","20.5988553612778","20.1782652972397","22.744823557302","20.9114170811182","19.9175020724415","17.343341981465","17.5296122470878","17.1067830923414","19.0207043326734","20.1544257967177","20.2437331550786","19.3850622805813","18.2141330384501","18.8728848459132","16.1069146883141","15.8082252818975","15.8379694223947","14.5536010059023","15.4437196063941","14.0908583022047","13.6672354461825","14.0497462353602","16.2275294669346","16.9358302169145","15.4868338744118","14.4095485383145","14.5714201512027","",
"Bermuda","BMU","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.30000111301148","8.10000044325833","6.49999936117503","8.70000087232921","11.0730100605738","10.3085111383479","9.58402713787467","9.56824574079935","9.61836268756259","9.95111886767338","","","","","6.59753236327659","5.66742455792625","5.11874218822023","5.29900911819128","5.00463985900816","5.12438047943502","5.34979364226582","5.50930538497597","5.7012359712742","6.37065036340846","5.63399872578246","5.29810754046927","5.32590434727504","4.63917441657433","","",
"Bolivia","BOL","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","30.9965237543453","29.6942224953903","33.3193779904306","35.1060462171573","36.3846190453529","31.3063718359034","31.9113907842025","32.8579613198929","33.0908752426797","32.5773195876289","28.9055267439039","29.305284434661","31.6864058031666","33.577484972732","31.55135290394","32.2241219453478","32.4555415788556","30.3519852755036","31.1542062289813","31.4609343401975","31.8845531953929","30.6062399759257","30.1608798507641","28.628442245929","28.1333525548835","29.1427574218391","27.9548862100277","26.4351094914312","26.1333943093732","25.1438963960235","25.7390221812353","25.4206764753126","25.4735692447779","25.5964904919612","26.8396494762825","26.2692194219914","27.652247464959","28.2897904061027","29.7366397824222","29.2286844945559","30.1439417460822","30.3691066361261","29.3342196293346","28.5181929044884","27.6254998805738","25.2024162838659","25.3263589797711","30.1846229804293","30.385489117214","30.4627271604529","27.2757447830119","30.8437936181153","32.0192722610323","29.7722060416097","31.2590732889611","",
"Brazil","BRA","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46.1313726538209","43.9725400282911","45.8032024598864","45.1924312209896","42.7384283670828","46.6388394486218","43.5300066111487","42.0041415606782","42.8945846718162","42.2697313812777","42.2838305792496","33.2718794578641","31.7672428092758","34.1322718402493","37.2991204114669","35.4209197179743","23.3814603902749","22.3401145607793","22.5941476118263","22.1187903794666","21.7467112496793","23.0066186293679","22.6395279128549","22.4953278210778","23.0838178183236","24.3066232905778","24.1725782850314","23.5440216718081","23.125380408552","23.0852937521799","21.8785926263801","23.2679773548596","23.1020509677218","22.1336473645034","21.2248099504522","20.4724627475115","19.3600439809564","18.3547582770536","18.1885023085758","18.7490514527988","18.7546275724707","19.5061183897524","22.123475195366","22.8194568521446","22.1441739229749","20.9406935313888","",
"Barbados","BRB","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","16.0140859459333","17.613016454889","18.2350975580789","18.893630031969","18.6902024771935","17.0088408644401","16.9454707719768","16.5954720205041","17.7152051488335","18.2059800664452","15.8871252204586","14.4490844844202","13.6231038506418","14.0537575425123","13.360594795539","18.7052137385718","17.3941929133858","15.2503832396525","14.6120481927711","14.35636699792","14.9450549450549","14.9179638199411","16.0417910447761","15.6124249911754","15.2939194879569","15.3064226180748","14.6914388606973","14.4197650088524","15.7049384639352","15.0878211641748","14.9456735174761","16.2232839435553","14.723406023603","15.1245152189883","15.4080285848763","13.2789225969081","14.1706839010436","13.4540784004027","13.7863495200452","13.7076112870512","13.6105578126234","13.317238219434","13.6200874515014","12.7833454127409","12.5530481916957","13.14764982754","12.595942867231","12.8135484901741","12.2874052538677","12.3572128753476","",
"Brunei Darussalam","BRN","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","96.5696790541334","95.6495951250319","96.0772388992483","94.9947875466179","94.3300025980467","96.1233954460843","97.5222779050192","95.9192140002837","93.8413133469878","92.7192126990588","91.5277648718098","90.5476800653666","81.1930616794929","82.0181063447646","76.2923041473885","75.1295698530591","76.275945028822","74.1364608428723","71.1484370683743","68.2043464165018","64.7093235188572","67.1570265167052","64.6390237012655","67.3060456717841","61.4253856362609","64.1790891245916","66.2665822504809","62.7475892350944","63.0811813132522","66.4844984729556","70.1910452305488","73.153005169136","74.9262615378504","73.3951062711011","76.4320816379343","67.2954813573315","68.6533507031802","73.6724144504971","72.655614353873","70.022444095261","67.8496307805484","61.3627773605269","57.2893638536308","59.7205889692852","63.2448184042319","62.5153210994416","59.1336302400797","62.7015642235623","67.9255854192344","61.7411860091314","61.6755225796828","",
"Bhutan","BTN","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","12.171612696551","18.0311600578124","20.0491590011642","22.1488214040431","22.429895385502","20.4366087398161","20.8221777249038","26.6608599413679","23.5508794145633","24.4100689956924","25.2395503573989","26.0682203497839","28.111385073919","29.9427206172835","30.0293516616447","34.0376082291151","34.0803542802583","33.7665795255564","32.9264502907497","36.1222941756292","33.3183174679356","35.4249844481953","35.7295816748361","36.1445809474928","34.5745128686706","34.0427943524964","35.6000595350092","41.6218746913227","40.8156244643724","39.4589101877082","39.32493053906","37.4178826768856","38.2126912443455","38.8444853647316","37.6449550742574","38.4680946453953","38.448996403302","39.0388793784971","35.2652134391702","33.0939030506784","31.7909765311756","31.6232724038612","31.8248447380802","29.4044714570934","","",
"Botswana","BWA","Industry (including construction), value added (% of GDP)","NV.IND.TOTL.ZS","13.3305060134328","12.2975254408832","11.3741577939216","10.6134343367613","13.4939379625256","19.2073170731707","14.3631436314363","14.9823422395034","12.4210526315789","19.5319531953195","27.5562001450326","27.5881057268722","27.6160503540519","26.8810858660372","27.8913200288531","31.0108509423187","31.8238021638331","32.465483234714","37.4169137948666","42.7267285243939","43.8906069977564","40.9849749582638","43.2945792067365","47.7310728312011","51.6278203656001","56.755227610269","57.9387825289465","58.0254584027883","61.9132304892675","61.4230190470826","56.9065630605401","53.5451494526864","49.6616330776529","47.879503645971","43.2595963129449","43.8928771865611","45.4268006627407","45.6943037353092","43.5452627939142","44.8018125970964","46.3005302919992","44.7677938245925","43.9650990818224","39.6164131871252","38.8219550208892","42.8549522076655","46.6243434434334","45.484421235941","41.10966210137","32.9148698460083","37.2789379627304","41.4322152540452","37.5753342991212","39.106229887551","41.7777034040156","37.5439994873569","40.3451621913098","37.1010050249191","34.8003276690785","31.947105419301","26.690568101143","33.0400332471158","37.4571297119178","34.0710602022733","29.3592759128261","",
